"City","city_ascii","id","State","county_fips","County","Lat","Long","population","population_proper","density","source","incorporated","timezone","Zipcode","nid"
"Evergreen Colonia","Evergreen Colonia","TX","Texas","48427","Starr","26.4247","-99.0240","","","136.3","polygon","False","America/Chicago","78584","1840037127"
"Allenfarm","Allenfarm","TX","Texas","48041","Brazos","30.3994","-96.2438","","","14.0","point","False","America/Chicago","77868","1840036359"
"Paris","Paris","TX","Texas","48277","Lamar","33.6689","-95.5462","25961.0","24800","271","polygon","True","America/Chicago","75462 75460 75461","1840020594"
"Loma Linda Colonia","Loma Linda Colonia","TX","Texas","48409","San Patricio","28.0070","-97.4994","","","67.8","polygon","False","America/Chicago","78387","1840037132"
"Pontotoc","Pontotoc","TX","Texas","48319","Mason","30.9093","-98.9800","","","38.9","point","False","America/Chicago","76869","1840036548"
"Patton Village","Patton Village","TX","Texas","48339","Montgomery","30.1956","-95.1697","1954","1954","398","polygon","True","America/Chicago","77372 77357","1840020888"
"Lake View","Lake View","TX","Texas","48465","Val Verde","29.4590","-100.9532","","","155.2","polygon","False","America/Chicago","78840","1840018245"
"Relampago","Relampago","TX","Texas","48215","Hidalgo","26.0851","-97.9059","","","30.1","polygon","False","America/Chicago","78570","1840019729"
"Spring Gardens","Spring Gardens","TX","Texas","48355","Nueces","27.7615","-97.7419","","","521.6","polygon","False","America/Chicago","78380","1840037145"
"Grape Creek","Grape Creek","TX","Texas","48451","Tom Green","31.5817","-100.5474","","","176.9","polygon","False","America/Chicago","76901","1840037048"
"Port Bolivar","Port Bolivar","TX","Texas","48167","Galveston","29.3808","-94.7644","","","126.9","point","False","America/Chicago","77650","1840036635"
"Wilkinson","Wilkinson","TX","Texas","48449","Titus","33.3484","-94.9516","","","12.1","point","False","America/Chicago","75455","1840036638"
"Denison","Denison","TX","Texas","48181","Grayson","33.7675","-96.5807","24380","24380","329","polygon","True","America/Chicago","75020","1840019317"
"Independence","Independence","TX","Texas","48477","Washington","30.3194","-96.3466","","","53.4","point","False","America/Chicago","77833","1840020941"
"Goliad","Goliad","TX","Texas","48175","Goliad","28.6708","-97.3916","1968","1968","485","polygon","True","America/Chicago","77963","1840020993"
"Weches","Weches","TX","Texas","48225","Houston","31.5441","-95.2277","","","29.4","point","False","America/Chicago","75844","1840037007"
"North Alamo","North Alamo","TX","Texas","48215","Hidalgo","26.2160","-98.1264","","","821.3","polygon","False","America/Chicago","78589 78516","1840019728"
"Upton","Upton","TX","Texas","48021","Bastrop","30.0113","-97.2642","","","5.3","point","False","America/Chicago","78957","1840036777"
"Sienna Plantation","Sienna Plantation","TX","Texas","48157","Fort Bend","29.4831","-95.5073","","","1127.6","polygon","False","America/Chicago","77459 77583","1840019642"
"Bailey Prairie","Bailey Prairie","TX","Texas","48039","Brazoria","29.1527","-95.4977","776","776","42","polygon","True","America/Chicago","77515","1840036367"
"Uhland","Uhland","TX","Texas","48055","Caldwell","29.9616","-97.7926","1119","1119","179","polygon","True","America/Chicago","78640","1840022189"
"Minters Chapel","Minters Chapel","TX","Texas","48439","Tarrant","32.8857","-97.0606","","","0.0","point","False","America/Chicago","76051","1840032001"
"Saginaw","Saginaw","TX","Texas","48439","Tarrant","32.8654","-97.3653","23014","23014","1183","polygon","True","America/Chicago","76131 76179","1840022046"
"Lillian","Lillian","TX","Texas","48251","Johnson","32.5065","-97.1875","","","60.1","point","False","America/Chicago","76061","1840036268"
"Buckholts","Buckholts","TX","Texas","48331","Milam","30.8741","-97.1288","521","521","148","polygon","True","America/Chicago","76518","1840022160"
"Dryden","Dryden","TX","Texas","48443","Terrell","30.0446","-102.1146","","","0.2","point","False","America/Chicago","78851","1840031957"
"Newport","Newport","TX","Texas","48077","Clay","33.4679","-98.0164","","","18.9","point","False","America/Chicago","76230","1840022912"
"Kenefick","Kenefick","TX","Texas","48291","Liberty","30.1069","-94.8502","640","640","159","polygon","True","America/Chicago","77535","1840022185"
"Lincoln Park","Lincoln Park","TX","Texas","48121","Denton","33.2240","-96.9727","521","521","1235","polygon","True","America/Chicago","76227","1840022014"
"Lockhart","Lockhart","TX","Texas","48055","Caldwell","29.8785","-97.6831","13396.0","13788","340","polygon","True","America/Chicago","78644","1840020936"
"Fredericksburg","Fredericksburg","TX","Texas","48171","Gillespie","30.2671","-98.8757","12428.0","11369","507","polygon","True","America/Chicago","78624","1840020898"
"Dickworsham","Dickworsham","TX","Texas","48077","Clay","33.7515","-98.1156","","","0.1","point","False","America/Chicago","76365","1840032965"
"Hedwigs Hill","Hedwigs Hill","TX","Texas","48319","Mason","30.6657","-99.1120","","","3.1","point","False","America/Chicago","76856","1840036872"
"Mirando City","Mirando City","TX","Texas","48479","Webb","27.4401","-99.0006","","","216.0","polygon","False","America/Chicago","78369","1840019704"
"Wall","Wall","TX","Texas","48451","Tom Green","31.3741","-100.3076","","","46.3","point","False","America/Chicago","76957","1840036607"
"Camden","Camden","TX","Texas","48373","Polk","30.9171","-94.7344","","","0.3","point","False","America/Chicago","75934","1840032479"
"Palisades","Palisades","TX","Texas","48381","Randall","35.0614","-101.8032","349","349","239","polygon","True","America/Chicago","79118","1840022798"
"Blue Ridge","Blue Ridge","TX","Texas","48085","Collin","33.2980","-96.3999","861","861","298","polygon","True","America/Chicago","75424","1840019398"
"Shelbyville","Shelbyville","TX","Texas","48419","Shelby","31.7616","-94.0785","","","82.0","point","False","America/Chicago","75973","1840036574"
"Bebe","Bebe","TX","Texas","48177","Gonzales","29.4152","-97.6372","","","6.2","point","False","America/Chicago","78614","1840036170"
"Driscoll","Driscoll","TX","Texas","48355","Nueces","27.6730","-97.7511","747","747","247","polygon","True","America/Chicago","78351 78380","1840019719"
"Tesco","Tesco","TX","Texas","48353","Nolan","32.4946","-100.2432","","","0.2","point","False","America/Chicago","79561","1840032736"
"De Leon","De Leon","TX","Texas","48093","Comanche","32.1114","-98.5351","2178","2178","375","polygon","True","America/Chicago","76444","1840019511"
"Benbrook","Benbrook","TX","Texas","48439","Tarrant","32.6764","-97.4644","23590","23590","805","polygon","True","America/Chicago","76116 76126","1840019425"
"Cashion Community","Cashion Community","TX","Texas","48485","Wichita","34.0364","-98.5083","350","350","72","polygon","True","America/Chicago","76305","1840019277"
"Bandera Falls","Bandera Falls","TX","Texas","48019","Bandera","29.6772","-98.9634","","","63.6","point","False","America/Chicago","78063","1840036166"
"Hermosa","Hermosa","TX","Texas","48389","Reeves","31.3765","-103.6416","","","0.3","point","False","America/Chicago","79772","1840033160"
"Ochoa","Ochoa","TX","Texas","48377","Presidio","29.6671","-104.5008","","","0.1","point","False","America/Chicago","79845","1840032696"
"Linden","Linden","TX","Texas","48067","Cass","33.0110","-94.3626","1934","1934","211","polygon","True","America/Chicago","75563","1840020679"
"Tenaha","Tenaha","TX","Texas","48419","Shelby","31.9440","-94.2457","1158","1158","119","polygon","True","America/Chicago","75974","1840023114"
"La Puerta","La Puerta","TX","Texas","48427","Starr","26.3468","-98.7504","","","399.9","polygon","False","America/Chicago","78582","1840018317"
"Aurora","Aurora","TX","Texas","48497","Wise","33.0560","-97.5096","1434","1434","148","polygon","True","America/Chicago","76078","1840019383"
"New Home","New Home","TX","Texas","48305","Lynn","33.3269","-101.9117","350","350","134","polygon","True","America/Chicago","79381","1840020673"
"Annetta South","Annetta South","TX","Texas","48367","Parker","32.6743","-97.6482","550","550","111","polygon","True","America/Chicago","76008","1840022045"
"Magnolia Gardens","Magnolia Gardens","TX","Texas","48201","Harris","29.8866","-95.1127","","","63.7","point","False","America/Chicago","77044","1840036498"
"Los Angeles","Los Angeles","TX","Texas","48283","La Salle","28.4658","-99.0000","","","3.5","point","False","America/Chicago","78021","1840036276"
"Volente","Volente","TX","Texas","48453","Travis","30.4454","-97.9080","592","592","108","polygon","True","America/Chicago","78641","1840023147"
"Lazare","Lazare","TX","Texas","48197","Hardeman","34.2831","-99.9976","","","0.0","point","False","America/Chicago","79252","1840033194"
"Bayou Vista","Bayou Vista","TX","Texas","48167","Galveston","29.3257","-94.9390","1624","1624","1957","polygon","True","America/Chicago","77563","1840019664"
"Atascocita","Atascocita","TX","Texas","48201","Harris","29.9777","-95.1952","","","2095.5","polygon","False","America/Chicago","77346 77396","1840018251"
"Kenney","Kenney","TX","Texas","48015","Austin","30.0477","-96.3269","","","19.1","point","False","America/Chicago","77418","1840036254"
"Papalote","Papalote","TX","Texas","48025","Bee","28.1725","-97.6019","","","11.8","point","False","America/Chicago","78387","1840036739"
"Rosebud","Rosebud","TX","Texas","48145","Falls","31.0756","-96.9749","1376","1376","660","polygon","True","America/Chicago","76570","1840020843"
"Stonewall","Stonewall","TX","Texas","48171","Gillespie","30.2497","-98.6593","","","142.6","polygon","False","America/Chicago","78671","1840019593"
"Hackberry","Hackberry","TX","Texas","48121","Denton","33.1501","-96.9184","1099","1099","624","polygon","True","America/Chicago","75034","1840022011"
"Mila Doce","Mila Doce","TX","Texas","48215","Hidalgo","26.2230","-97.9601","","","977.5","polygon","False","America/Chicago","78570 78596","1840037094"
"Pinewood Estates","Pinewood Estates","TX","Texas","48199","Hardin","30.1692","-94.3207","","","90.9","polygon","False","America/Chicago","77659","1840037096"
"Hawley","Hawley","TX","Texas","48253","Jones","32.6037","-99.8111","619","619","81","polygon","True","America/Chicago","79525","1840020727"
"Dewalt","Dewalt","TX","Texas","48157","Fort Bend","29.5566","-95.5566","","","810.2","point","False","America/Chicago","77459","1840036218"
"Sunset Valley","Sunset Valley","TX","Texas","48453","Travis","30.2258","-97.8158","687","687","190","polygon","True","America/Chicago","78745 78735","1840022179"
"Hilltop Lakes","Hilltop Lakes","TX","Texas","48289","Leon","31.0755","-96.1914","","","210.5","polygon","False","America/Chicago","77871","1840025965"
"Santa Fe","Santa Fe","TX","Texas","48167","Galveston","29.3891","-95.1005","13442","13442","298","polygon","True","America/Chicago","77517 77510","1840022233"
"Gilpin","Gilpin","TX","Texas","48125","Dickens","33.4151","-100.7165","","","4.2","point","False","America/Chicago","79370","1840036860"
"Dayton Lakes","Dayton Lakes","TX","Texas","48291","Liberty","30.1447","-94.8209","104","104","46","polygon","True","America/Chicago","77535","1840019600"
"Quebec","Quebec","TX","Texas","48377","Presidio","30.5107","-104.3996","","","0.1","point","False","America/Chicago","79843","1840033517"
"Rio Vista","Rio Vista","TX","Texas","48251","Johnson","32.2351","-97.3743","969","969","354","polygon","True","America/Chicago","76093","1840020753"
"Titley","Titley","TX","Texas","48043","Brewster","30.4835","-103.5888","","","0.0","point","False","America/Chicago","79831","1840032631"
"Shiner","Shiner","TX","Texas","48285","Lavaca","29.4333","-97.1734","2161","2161","337","polygon","True","America/Chicago","77984","1840022230"
"Normanna","Normanna","TX","Texas","48025","Bee","28.5277","-97.7831","","","42.3","polygon","False","America/Chicago","78104 78142","1840023253"
"Delhi","Delhi","TX","Texas","48055","Caldwell","29.8274","-97.3955","","","9.2","point","False","America/Chicago","78953","1840036683"
"Newlin","Newlin","TX","Texas","48191","Hall","34.5898","-100.4443","","","7.3","point","False","America/Chicago","79245","1840036526"
"Mount Calm","Mount Calm","TX","Texas","48217","Hill","31.7566","-96.8818","325","325","152","polygon","True","America/Chicago","76673","1840020785"
"Rockdale","Rockdale","TX","Texas","48331","Milam","30.6543","-97.0088","5505.0","5643","543","polygon","True","America/Chicago","76567","1840020859"
"Winchell","Winchell","TX","Texas","48049","Brown","31.4721","-99.1609","","","3.2","point","False","America/Chicago","76827","1840036964"
"Woodson","Woodson","TX","Texas","48447","Throckmorton","33.0149","-99.0534","246","246","146","polygon","True","America/Chicago","76491","1840023000"
"Cove","Cove","TX","Texas","48071","Chambers","29.8112","-94.8202","534","534","169","polygon","True","America/Chicago","77523","1840019636"
"Port Neches","Port Neches","TX","Texas","48245","Jefferson","29.9765","-93.9460","12898","12898","577","polygon","True","America/Chicago","77651","1840020920"
"Brice","Brice","TX","Texas","48191","Hall","34.7056","-100.8963","","","0.3","point","False","America/Chicago","79226","1840032446"
"Port Alto","Port Alto","TX","Texas","48057","Calhoun","28.6600","-96.4133","","","17.9","point","False","America/Chicago","77979","1840036549"
"Western Lake","Western Lake","TX","Texas","48367","Parker","32.6215","-97.8160","","","337.1","polygon","False","America/Chicago","76087","1840025885"
"Stairtown","Stairtown","TX","Texas","48055","Caldwell","29.7183","-97.7278","","","35.6","point","False","America/Chicago","78648","1840036340"
"Gholson","Gholson","TX","Texas","48309","McLennan","31.7123","-97.2359","1094","1094","48","polygon","True","America/Chicago","76705","1840020807"
"Temple","Temple","TX","Texas","48027","Bell","31.1076","-97.3894","101876.0","74503","409","polygon","True","America/Chicago","76502 76504 76508 76501 76533","1840022154"
"Tiffin","Tiffin","TX","Texas","48133","Eastland","32.4965","-98.6631","","","0.6","point","False","America/Chicago","76470","1840032737"
"Johnson City","Johnson City","TX","Texas","48031","Blanco","30.2743","-98.4064","2051","2051","438","polygon","True","America/Chicago","78636","1840019595"
"Telferner","Telferner","TX","Texas","48469","Victoria","28.8489","-96.8905","","","143.3","point","False","America/Chicago","77988","1840036592"
"Malvado","Malvado","TX","Texas","48443","Terrell","29.9680","-101.8682","","","0.0","point","False","America/Chicago","78851","1840032685"
"Perrin","Perrin","TX","Texas","48237","Jack","33.0348","-98.0693","","","200.8","polygon","False","America/Chicago","76486","1840025880"
"Oak Trail Shores","Oak Trail Shores","TX","Texas","48221","Hood","32.4885","-97.8357","","","480.6","polygon","False","America/Chicago","76048","1840019459"
"Lakehills","Lakehills","TX","Texas","48019","Bandera","29.6237","-98.9448","","","55.5","polygon","False","America/Chicago","78063","1840018261"
"Glen Rose","Glen Rose","TX","Texas","48425","Somervell","32.2462","-97.7440","2627","2627","259","polygon","True","America/Chicago","76043","1840020782"
"Mansfield","Mansfield","TX","Texas","48439","Tarrant","32.5690","-97.1211","68928","68928","726","polygon","True","America/Chicago","76063","1840020702"
"Sabine Pass","Sabine Pass","TX","Texas","48245","Jefferson","29.7336","-93.8943","","","37.5","point","False","America/Chicago","77655","1840036326"
"League City","League City","TX","Texas","48167","Galveston","29.4874","-95.1087","104903","104903","790","polygon","True","America/Chicago","77573 77565 77598 77511 77539 77574 77592","1840020973"
"East Tawakoni","East Tawakoni","TX","Texas","48379","Rains","32.9011","-95.9397","937","937","202","polygon","True","America/Chicago","75453 75472","1840020720"
"Jubilee Springs","Jubilee Springs","TX","Texas","48027","Bell","31.1768","-97.4992","","","105.4","point","False","America/Chicago","76502","1840036472"
"West Columbia","West Columbia","TX","Texas","48039","Brazoria","29.1422","-95.6490","4968.0","3899","600","polygon","True","America/Chicago","77486","1840022237"
"Uncertain","Uncertain","TX","Texas","48203","Harrison","32.7061","-94.1273","94","94","71","polygon","True","America/Chicago","75661","1840022072"
"Center","Center","TX","Texas","48419","Shelby","31.7929","-94.1795","5367.0","5326","262","polygon","True","America/Chicago","75935","1840019528"
"Seagraves","Seagraves","TX","Texas","48165","Gaines","32.9419","-102.5657","2814","2814","747","polygon","True","America/Chicago","79359","1840022060"
"Monte Alto","Monte Alto","TX","Texas","48215","Hidalgo","26.3744","-97.9727","","","1184.5","polygon","False","America/Chicago","78538","1840019727"
"Etter","Etter","TX","Texas","48341","Moore","36.0270","-101.9996","","","601.6","point","False","America/Chicago","79013","1840036437"
"White Deer","White Deer","TX","Texas","48065","Carson","35.4332","-101.1751","980","980","217","polygon","True","America/Chicago","79097","1840022747"
"South Houston","South Houston","TX","Texas","48201","Harris","29.6611","-95.2285","17543","17543","2224","polygon","True","America/Chicago","77587","1840022199"
"Wellington","Wellington","TX","Texas","48087","Collingsworth","34.8538","-100.2141","2129","2129","602","polygon","True","America/Chicago","79095","1840021822"
"Livingston","Livingston","TX","Texas","48373","Polk","30.7100","-94.9381","4954.0","5144","227","polygon","True","America/Chicago","77351 77399","1840022159"
"Lasana","Lasana","TX","Texas","48061","Cameron","26.2585","-97.6950","","","106.4","polygon","False","America/Chicago","78550","1840037055"
"Richardson","Richardson","TX","Texas","48113","Dallas","32.9717","-96.7092","116783","116783","1578","polygon","True","America/Chicago","75080 75082 75081 75045 75083 75085","1840020710"
"Joplin","Joplin","TX","Texas","48237","Jack","33.0937","-97.9948","","","25.9","point","False","America/Chicago","76426","1840036712"
"Ennis","Ennis","TX","Texas","48139","Ellis","32.3258","-96.6374","18996.0","19261","263","polygon","True","America/Chicago","75119 75120","1840020754"
"Cranfills Gap","Cranfills Gap","TX","Texas","48035","Bosque","31.7752","-97.8304","280","280","148","polygon","True","America/Chicago","76637","1840019514"
"Talpa","Talpa","TX","Texas","48083","Coleman","31.7765","-99.7095","","","51.8","point","False","America/Chicago","76882","1840036342"
"Lopeño","Lopeno","TX","Texas","48505","Zapata","26.7119","-99.1010","","","152.5","polygon","False","America/Chicago","78564","1840018300"
"Ralls","Ralls","TX","Texas","48107","Crosby","33.6788","-101.3845","1862","1862","532","polygon","True","America/Chicago","79357","1840020603"
"Cliffside","Cliffside","TX","Texas","48375","Potter","35.2651","-101.9327","","","76.5","point","False","America/Chicago","79124","1840036408"
"Somerville","Somerville","TX","Texas","48051","Burleson","30.3460","-96.5311","1436","1436","186","polygon","True","America/Chicago","77879","1840022171"
"Stockdale","Stockdale","TX","Texas","48493","Wilson","29.2358","-97.9636","1583","1583","370","polygon","True","America/Chicago","78160","1840022240"
"Holiday Beach","Holiday Beach","TX","Texas","48007","Aransas","28.1670","-97.0060","","","78.4","polygon","False","America/Chicago","78382","1840026053"
"Tira","Tira","TX","Texas","48223","Hopkins","33.3217","-95.5609","307","307","83","polygon","True","America/Chicago","75482","1840023247"
"Barstow","Barstow","TX","Texas","48475","Ward","31.4616","-103.3955","370","370","217","polygon","True","America/Chicago","79719","1840019544"
"Rudolph","Rudolph","TX","Texas","48261","Kenedy","26.6856","-97.7689","","","0.0","point","False","America/Chicago","78580","1840032709"
"Imperial","Imperial","TX","Texas","48371","Pecos","31.2668","-102.6947","","","84.1","polygon","False","America/Chicago","79743","1840018183"
"Granjeno","Granjeno","TX","Texas","48215","Hidalgo","26.1374","-98.3032","301","301","335","polygon","True","America/Chicago","78572","1840021022"
"Springtown","Springtown","TX","Texas","48367","Parker","32.9695","-97.6805","2873.0","2911","374","polygon","True","America/Chicago","76082","1840022040"
"Easterly","Easterly","TX","Texas","48395","Robertson","31.1055","-96.3841","","","9.2","point","False","America/Chicago","77856","1840036430"
"Briggs","Briggs","TX","Texas","48053","Burnet","30.8896","-97.9250","","","56.5","point","False","America/Chicago","76527","1840036382"
"Troup","Troup","TX","Texas","48423","Smith","32.1450","-95.1224","2000","2000","321","polygon","True","America/Chicago","75789","1840022075"
"Loving","Loving","TX","Texas","48503","Young","33.2643","-98.5106","","","81.8","point","False","America/Chicago","76460","1840036491"
"Lobo","Lobo","TX","Texas","48109","Culberson","30.8140","-104.7530","","","0.0","point","False","America/Chicago","79855","1840032582"
"Granite Shoals","Granite Shoals","TX","Texas","48053","Burnet","30.5895","-98.3778","5805.0","5114","437","polygon","True","America/Chicago","78654","1840020867"
"Lela","Lela","TX","Texas","48483","Wheeler","35.2275","-100.3429","","","20.3","point","False","America/Chicago","79079","1840036484"
"Hunter","Hunter","TX","Texas","48091","Comal","29.8072","-98.0236","","","63.4","point","False","America/Chicago","78132","1840036467"
"Brazos","Brazos","TX","Texas","48363","Palo Pinto","32.6615","-98.1220","","","80.0","point","False","America/Chicago","76472","1840036182"
"Lone Star","Lone Star","TX","Texas","48343","Morris","32.9392","-94.7091","1507","1507","293","polygon","True","America/Chicago","75668 75636","1840020675"
"Oxford","Oxford","TX","Texas","48299","Llano","30.6041","-98.7042","","","1.8","point","False","America/Chicago","78643","1840023245"
"Palito Blanco","Palito Blanco","TX","Texas","48249","Jim Wells","27.5917","-98.1892","","","4.8","point","False","America/Chicago","78332","1840036306"
"Canyon Lake","Canyon Lake","TX","Texas","48091","Comal","29.8762","-98.2617","","","379.4","polygon","False","America/Chicago","78623 78132 78133 78070","1840018260"
"Tulia","Tulia","TX","Texas","48437","Swisher","34.5374","-101.7742","4667.0","4728","513","polygon","True","America/Chicago","79088","1840021880"
"Alma","Alma","TX","Texas","48139","Ellis","32.2813","-96.5506","378","378","28","polygon","True","America/Chicago","75119","1840022084"
"Gordonville","Gordonville","TX","Texas","48181","Grayson","33.7957","-96.8531","","","61.5","point","False","America/Chicago","76245","1840036454"
"Luling","Luling","TX","Texas","48055","Caldwell","29.6817","-97.6466","5868.0","5903","417","polygon","True","America/Chicago","78648","1840020937"
"Falman","Falman","TX","Texas","48409","San Patricio","27.9281","-97.1713","","","240.5","polygon","False","America/Chicago","78336","1840037142"
"Clute","Clute","TX","Texas","48039","Brazoria","29.0257","-95.3973","11634","11634","838","polygon","True","America/Chicago","77531","1840019669"
"Navasota","Navasota","TX","Texas","48185","Grimes","30.3869","-96.0895","8927.0","7607","352","polygon","True","America/Chicago","77868","1840023174"
"Malone","Malone","TX","Texas","48217","Hill","31.9170","-96.8948","272","272","230","polygon","True","America/Chicago","76660","1840023100"
"Tulip","Tulip","TX","Texas","48147","Fannin","33.8082","-96.1314","","","5.9","point","False","America/Chicago","75447","1840036950"
"Groves","Groves","TX","Texas","48245","Jefferson","29.9457","-93.9164","15769","15769","1176","polygon","True","America/Chicago","77619 77642","1840020916"
"Shafter","Shafter","TX","Texas","48377","Presidio","29.8202","-104.3033","","","6.7","point","False","America/Chicago","79843","1840036934"
"Waller","Waller","TX","Texas","48473","Waller","30.0629","-95.9221","3359","3359","590","polygon","True","America/Chicago","77484","1840022195"
"Caney City","Caney City","TX","Texas","48213","Henderson","32.2097","-96.0381","224","224","75","polygon","True","America/Chicago","75148","1840023094"
"Houston","Houston","TX","Texas","48201","Harris","29.7868","-95.3905","5446468.0","2312717","1402","polygon","True","America/Chicago","77069 77068 77061 77060 77063 77062 77065 77064 77067 77066 77036 77037 77034 77035 77032 77033 77030 77031 77038 77449 77093 77046 77045 77044 77201 77598 77018 77019 77015 77016 77017 77010 77011 77012 77013 77099 77345 77346 77546 77547 77025 77024 77027 77026 77021 77020 77023 77022 77029 77028 77094 77096 77090 77091 77098 77078 77079 77072 77073 77070 77071 77076 77077 77074 77075 77407 77047 77043 77041 77040 77048 77336 77339 77338 77489 77003 77002 77007 77006 77005 77004 77009 77008 77450 77086 77089 77088 77083 77082 77081 77080 77087 77085 77084 77092 77042 77053 77054 77055 77056 77057 77058 77059 77396 77051 77506 77504 77001 77052 77202 77203 77204 77205 77206 77207 77208 77209 77210 77212 77213 77215 77216 77217 77218 77219 77220 77221 77222 77223 77225 77226 77227 77228 77229 77230 77231 77233 77234 77235 77236 77237 77241 77242 77243 77244 77245 77248 77249 77251 77252 77253 77254 77255 77256 77257 77259 77261 77262 77263 77266 77269 77270 77271 77272 77273 77274 77275 77282 77284 77287 77288 77289 77291 77292 77293 77297 77299 77315 77325 77411","1840020925"
"Roman Forest","Roman Forest","TX","Texas","48339","Montgomery","30.1812","-95.1549","1917","1917","340","polygon","True","America/Chicago","77357","1840022178"
"Spring","Spring","TX","Texas","48201","Harris","30.0613","-95.3830","","","144.7","polygon","False","America/Chicago","77373 77383 77387","1840019615"
"Windcrest","Windcrest","TX","Texas","48029","Bexar","29.5148","-98.3819","5866","5866","1051","polygon","True","America/Chicago","78239 78218","1840022226"
"Exell","Exell","TX","Texas","48341","Moore","35.6306","-101.9746","","","0.0","point","False","America/Chicago","79058","1840032574"
"Moran","Moran","TX","Texas","48417","Shackelford","32.5471","-99.1663","265","265","240","polygon","True","America/Chicago","76464","1840020729"
"Welch","Welch","TX","Texas","48115","Dawson","32.9306","-102.1256","","","215.4","polygon","False","America/Chicago","79377","1840025888"
"Washburn","Washburn","TX","Texas","48011","Armstrong","35.1767","-101.5732","","","16.7","point","False","America/Chicago","79019","1840036608"
"Cactus","Cactus","TX","Texas","48341","Moore","36.0444","-102.0080","3374.0","3259","590","polygon","True","America/Chicago","79013","1840019085"
"Weimar","Weimar","TX","Texas","48089","Colorado","29.7000","-96.7773","2184","2184","364","polygon","True","America/Chicago","78962","1840022211"
"Glidden","Glidden","TX","Texas","48089","Colorado","29.6976","-96.5908","","","163.1","polygon","False","America/Chicago","78934 78943","1840026034"
"La Grange","La Grange","TX","Texas","48149","Fayette","29.9129","-96.8767","5388.0","4680","436","polygon","True","America/Chicago","78945","1840020934"
"Elsa","Elsa","TX","Texas","48215","Hidalgo","26.2969","-97.9937","7134","7134","1391","polygon","True","America/Chicago","78543","1840021021"
"Dalhart","Dalhart","TX","Texas","48111","Dallam","36.0580","-102.5123","8121.0","8346","672","polygon","True","America/Chicago","79022","1840019052"
"Farmersville","Farmersville","TX","Texas","48085","Collin","33.1609","-96.3609","3294.0","3466","330","polygon","True","America/Chicago","75442 75121","1840020653"
"Los Altos Colonia","Los Altos Colonia","TX","Texas","48479","Webb","27.4905","-99.3859","","","437.5","polygon","False","America/Chicago","78043","1840037112"
"Novice","Novice","TX","Texas","48083","Coleman","31.9872","-99.6253","132","132","105","polygon","True","America/Chicago","79538","1840020799"
"Villa del Sol","Villa del Sol","TX","Texas","48061","Cameron","26.1915","-97.5782","","","186.2","polygon","False","America/Chicago","78586","1840019742"
"Cinco Ranch","Cinco Ranch","TX","Texas","48157","Fort Bend","29.7395","-95.7607","","","2202.1","polygon","False","America/Chicago","77494 77450","1840037039"
"Bloomington","Bloomington","TX","Texas","48469","Victoria","28.6504","-96.9022","","","684.4","polygon","False","America/Chicago","77951 77905","1840018278"
"Flynn","Flynn","TX","Texas","48289","Leon","31.1510","-96.1244","","","3.7","point","False","America/Chicago","77855","1840036442"
"Wolfforth","Wolfforth","TX","Texas","48303","Lubbock","33.5149","-102.0066","4922","4922","626","polygon","True","America/Chicago","79382","1840021983"
"Milford","Milford","TX","Texas","48139","Ellis","32.1215","-96.9498","747","747","117","polygon","True","America/Chicago","76670","1840023051"
"College Station","College Station","TX","Texas","48041","Brazos","30.5852","-96.2960","207308.0","113564","858","polygon","True","America/Chicago","77845 77840 77841 77842 77843 77844 77881","1840019570"
"Blanket","Blanket","TX","Texas","48049","Brown","31.8249","-98.7895","376","376","236","polygon","True","America/Chicago","76432","1840022133"
"Grand Prairie","Grand Prairie","TX","Texas","48113","Dallas","32.6869","-97.0209","193837","193837","1035","polygon","True","America/Chicago","75052 75050 75051 75054 75053 75265","1840020709"
"Kerens","Kerens","TX","Texas","48349","Navarro","32.1308","-96.2250","1531","1531","236","polygon","True","America/Chicago","75144","1840019504"
"Richwood","Richwood","TX","Texas","48039","Brazoria","29.0775","-95.4064","3907","3907","465","polygon","True","America/Chicago","77531","1840020976"
"Victoria","Victoria","TX","Texas","48469","Victoria","28.8285","-96.9850","68271.0","67106","696","polygon","True","America/Chicago","77901 77904 77905 77902 77903","1840023044"
"Nocona Hills","Nocona Hills","TX","Texas","48337","Montague","33.8524","-97.6435","","","57.4","polygon","False","America/Chicago","76255","1840025868"
"Downing","Downing","TX","Texas","48093","Comanche","32.0240","-98.5506","","","7.0","point","False","America/Chicago","76442","1840036686"
"Coble","Coble","TX","Texas","48219","Hockley","33.5951","-102.5030","","","2.6","point","False","America/Chicago","79336","1840036827"
"Quintana","Quintana","TX","Texas","48039","Brazoria","28.9280","-95.3170","95","95","52","polygon","True","America/Chicago","77541","1840022238"
"Socorro","Socorro","TX","Texas","48141","El Paso","31.6385","-106.2601","34048","34048","596","polygon","True","America/Denver","79927","1840022136"
"Whiteflat","Whiteflat","TX","Texas","48345","Motley","34.1054","-100.8896","","","0.2","point","False","America/Chicago","79244","1840032615"
"Woodbranch","Woodbranch","TX","Texas","48339","Montgomery","30.1814","-95.1834","1367","1367","266","polygon","True","America/Chicago","77357","1840022176"
"Hye","Hye","TX","Texas","48031","Blanco","30.2424","-98.5700","","","5.1","point","False","America/Chicago","78635","1840036710"
